batch,tuned,dseed,mseed,dataset,model,best_params,mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
TUNED_BATCH_SYNTH,True,1,123,small_world_u500_i5000_sp0.01_ns0.1,DiffNet,"{'learning_rate': 0.001, 'n_layers': 1, 'reg_weight': 1e-05}",TUNED,synth,123.0,1.0,25.0,14.0,350656.0,1.803694248199463,0.0257678031921386,0.0032,0.0053,0.0079,0.0036,0.0046,0.0066,0.0074,0.0018,0.0016,0.018,0.03
TUNED_BATCH_SYNTH,True,2,1,small_world_u500_i5000_sp0.01_ns0.1,DiffNet,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.001}",TUNED,synth,1.0,2.0,19.0,8.0,350720.0,1.5364301204681396,0.0271780490875244,0.0036,0.0022,0.0043,0.0017,0.0027,0.0036,0.0045,0.0012,0.0012,0.012,0.024
TUNED_BATCH_SYNTH,True,2,12,small_world_u500_i5000_sp0.01_ns0.1,DiffNet,"{'learning_rate': 0.005, 'n_layers': 1, 'reg_weight': 0.0001}",TUNED,synth,12.0,2.0,19.0,8.0,350720.0,1.7332568168640137,0.4051103591918945,0.0048,0.0027,0.0043,0.0023,0.0029,0.0054,0.0061,0.0018,0.0015,0.018,0.028
TUNED_BATCH_SYNTH,True,2,123,small_world_u500_i5000_sp0.01_ns0.1,DiffNet,"{'learning_rate': 0.005, 'n_layers': 1, 'reg_weight': 1e-05}",TUNED,synth,123.0,2.0,12.0,1.0,350720.0,0.7375867366790771,0.0270953178405761,0.0029,0.002,0.0057,0.0016,0.003,0.003,0.0041,0.0012,0.0014,0.012,0.028
TUNED_BATCH_SYNTH,True,3,1,small_world_u500_i5000_sp0.01_ns0.1,DiffNet,"{'learning_rate': 0.005, 'n_layers': 2, 'reg_weight': 1e-05}",TUNED,synth,1.0,3.0,21.0,10.0,350784.0,1.416419267654419,0.0264861583709716,0.002,0.0004,0.0019,0.0002,0.0009,0.0003,0.001,0.0002,0.0006,0.002,0.012
TUNED_BATCH_SYNTH,True,3,12,small_world_u500_i5000_sp0.01_ns0.1,DiffNet,"{'learning_rate': 0.005, 'n_layers': 1, 'reg_weight': 0.0001}",TUNED,synth,12.0,3.0,30.0,19.0,350784.0,2.1164982318878174,0.0274198055267334,0.0045,0.004,0.0073,0.0025,0.0037,0.0034,0.0042,0.0012,0.0012,0.012,0.024
TUNED_BATCH_SYNTH,True,3,123,small_world_u500_i5000_sp0.01_ns0.1,DiffNet,"{'learning_rate': 0.005, 'n_layers': 1, 'reg_weight': 0.001}",TUNED,synth,123.0,3.0,15.0,4.0,350784.0,1.0492098331451416,0.0275518894195556,0.0032,0.0012,0.0064,0.0012,0.0028,0.0033,0.004,0.0008,0.001,0.008,0.02
TUNED_BATCH_SYNTH,True,1,1,small_world_u500_i5000_sp0.01_ns0.1,HAGN,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 1e-05}",TUNED,synth,1.0,1.0,12.0,1.0,350660.0,0.9938035011291504,0.1615371704101562,0.1687,0.2136,0.2719,0.1817,0.2039,0.2963,0.304,0.0776,0.0519,0.594,0.706
TUNED_BATCH_SYNTH,True,1,12,small_world_u500_i5000_sp0.01_ns0.1,HAGN,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 1e-05}",TUNED,synth,12.0,1.0,12.0,1.0,350660.0,0.937638521194458,0.0198698043823242,0.1601,0.1795,0.247,0.1575,0.184,0.27,0.2796,0.068,0.0493,0.51,0.638
TUNED_BATCH_SYNTH,True,1,123,small_world_u500_i5000_sp0.01_ns0.1,HAGN,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.001}",TUNED,synth,123.0,1.0,12.0,1.0,350660.0,0.9625658988952636,0.0557079315185546,0.1836,0.2027,0.281,0.1866,0.2159,0.3322,0.3406,0.0766,0.055,0.576,0.698
TUNED_BATCH_SYNTH,True,2,1,small_world_u500_i5000_sp0.01_ns0.1,HAGN,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.001}",TUNED,synth,1.0,2.0,12.0,1.0,350724.0,0.8956544399261475,0.019080638885498,0.1512,0.1882,0.2441,0.1657,0.1882,0.2996,0.3085,0.0724,0.0495,0.546,0.674
TUNED_BATCH_SYNTH,True,2,12,small_world_u500_i5000_sp0.01_ns0.1,HAGN,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.001}",TUNED,synth,12.0,2.0,12.0,1.0,350724.0,1.4662103652954102,0.5912110805511475,0.1605,0.1733,0.2276,0.1549,0.1758,0.2562,0.2633,0.0654,0.0449,0.488,0.592
TUNED_BATCH_SYNTH,True,2,123,small_world_u500_i5000_sp0.01_ns0.1,HAGN,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 1e-05}",TUNED,synth,123.0,2.0,12.0,1.0,350724.0,0.8966395854949951,0.0194447040557861,0.139,0.173,0.2337,0.1517,0.1756,0.2677,0.276,0.066,0.0467,0.528,0.646
TUNED_BATCH_SYNTH,True,3,1,small_world_u500_i5000_sp0.01_ns0.1,HAGN,"{'learning_rate': 0.005, 'n_layers': 4, 'reg_weight': 0.001}",TUNED,synth,1.0,3.0,12.0,1.0,350788.0,1.275437593460083,0.8950870037078857,0.1543,0.1768,0.2433,0.1583,0.1842,0.2698,0.2797,0.064,0.0467,0.502,0.646
TUNED_BATCH_SYNTH,True,3,12,small_world_u500_i5000_sp0.01_ns0.1,HAGN,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.001}",TUNED,synth,12.0,3.0,12.0,1.0,350788.0,0.928875207901001,0.0202419757843017,0.1549,0.1921,0.2505,0.1743,0.1969,0.3062,0.3141,0.0772,0.0519,0.576,0.694
TUNED_BATCH_SYNTH,True,3,123,small_world_u500_i5000_sp0.01_ns0.1,HAGN,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 1e-05}",TUNED,synth,123.0,3.0,12.0,1.0,350788.0,0.914133071899414,0.019761323928833,0.172,0.1653,0.2303,0.148,0.173,0.2655,0.2741,0.065,0.0467,0.516,0.636
TUNED_BATCH_SYNTH,True,1,1,small_world_u500_i5000_sp0.01_ns0.1,LightGCN,"{'learning_rate': 0.001, 'n_layers': 3, 'reg_weight': 0.0001}",TUNED,synth,1.0,1.0,24.0,13.0,350656.0,2.113578081130981,0.0306677818298339,0.2789,0.3253,0.4152,0.3136,0.3474,0.5157,0.5219,0.131,0.0867,0.766,0.85
TUNED_BATCH_SYNTH,True,1,12,small_world_u500_i5000_sp0.01_ns0.1,LightGCN,"{'learning_rate': 0.001, 'n_layers': 3, 'reg_weight': 0.001}",TUNED,synth,12.0,1.0,23.0,12.0,350656.0,1.8976805210113523,0.0293796062469482,0.2877,0.3171,0.4006,0.3066,0.3389,0.5182,0.5243,0.1248,0.083,0.782,0.868
TUNED_BATCH_SYNTH,True,1,123,small_world_u500_i5000_sp0.01_ns0.1,LightGCN,"{'learning_rate': 0.0001, 'n_layers': 3, 'reg_weight': 0.0001}",TUNED,synth,123.0,1.0,117.0,96.0,350656.0,10.672390222549438,0.0297911167144775,0.2859,0.3391,0.4213,0.3359,0.3655,0.5574,0.5639,0.1364,0.0869,0.792,0.882
TUNED_BATCH_SYNTH,True,2,1,small_world_u500_i5000_sp0.01_ns0.1,LightGCN,"{'learning_rate': 0.0001, 'n_layers': 3, 'reg_weight': 1e-05}",TUNED,synth,1.0,2.0,109.0,98.0,350720.0,10.07775330543518,0.0289771556854248,0.2422,0.2837,0.361,0.2798,0.3096,0.4861,0.4934,0.123,0.0804,0.732,0.834
TUNED_BATCH_SYNTH,True,2,12,small_world_u500_i5000_sp0.01_ns0.1,LightGCN,"{'learning_rate': 0.001, 'n_layers': 3, 'reg_weight': 0.001}",TUNED,synth,12.0,2.0,24.0,13.0,350720.0,1.9514274597167969,0.0282459259033203,0.2768,0.2982,0.3787,0.3011,0.3317,0.5208,0.5285,0.1296,0.0849,0.754,0.864
TUNED_BATCH_SYNTH,True,2,123,small_world_u500_i5000_sp0.01_ns0.1,LightGCN,"{'learning_rate': 0.0001, 'n_layers': 3, 'reg_weight': 1e-05}",TUNED,synth,123.0,2.0,131.0,120.0,350720.0,11.501251697540283,0.0285193920135498,0.2696,0.3254,0.3962,0.3167,0.3446,0.5229,0.529,0.1364,0.0865,0.778,0.862
TUNED_BATCH_SYNTH,True,3,1,small_world_u500_i5000_sp0.01_ns0.1,LightGCN,"{'learning_rate': 0.005, 'n_layers': 2, 'reg_weight': 0.001}",TUNED,synth,1.0,3.0,46.0,35.0,350784.0,4.1164915561676025,0.0292983055114746,0.2657,0.2955,0.3794,0.2857,0.3195,0.4926,0.4983,0.1338,0.0892,0.79,0.87
TUNED_BATCH_SYNTH,True,3,12,small_world_u500_i5000_sp0.01_ns0.1,LightGCN,"{'learning_rate': 0.0005, 'n_layers': 3, 'reg_weight': 0.0001}",TUNED,synth,12.0,3.0,35.0,24.0,350784.0,3.0296220779418945,0.029367446899414,0.2649,0.3106,0.3793,0.3096,0.3354,0.5268,0.5314,0.1324,0.0838,0.78,0.846
TUNED_BATCH_SYNTH,True,3,123,small_world_u500_i5000_sp0.01_ns0.1,LightGCN,"{'learning_rate': 0.0005, 'n_layers': 3, 'reg_weight': 1e-05}",TUNED,synth,123.0,3.0,34.0,23.0,350784.0,5.773174047470093,0.486607551574707,0.2615,0.2871,0.3803,0.2842,0.3195,0.4988,0.5059,0.1234,0.0827,0.762,0.866
TUNED_BATCH_SYNTH,True,1,1,small_world_u500_i5000_sp0.01_ns0.1,MHCN,"{'learning_rate': 0.0005, 'n_layers': 3, 'reg_weight': 0.0001, 'ssl_reg': 1e-06}",TUNED,synth,1.0,1.0,48.0,37.0,383936.0,7.772026300430298,0.0374889373779296,0.6181,0.7874,0.8451,0.8235,0.843,0.9808,0.9808,0.3592,0.1977,0.996,0.996
TUNED_BATCH_SYNTH,True,1,12,small_world_u500_i5000_sp0.01_ns0.1,MHCN,"{'learning_rate': 0.001, 'n_layers': 3, 'reg_weight': 0.0001, 'ssl_reg': 5e-05}",TUNED,synth,12.0,1.0,30.0,18.0,383936.0,4.997220754623413,0.0842502117156982,0.6177,0.7893,0.864,0.8148,0.843,0.9761,0.9761,0.3604,0.2046,1.0,1.0
TUNED_BATCH_SYNTH,True,1,123,small_world_u500_i5000_sp0.01_ns0.1,MHCN,"{'learning_rate': 0.0001, 'n_layers': 3, 'reg_weight': 0.0001, 'ssl_reg': 5e-05}",TUNED,synth,123.0,1.0,87.0,76.0,383936.0,14.722039461135864,0.0367493629455566,0.6122,0.7965,0.8547,0.8258,0.8465,0.9825,0.9825,0.3558,0.1968,1.0,1.0
TUNED_BATCH_SYNTH,True,2,1,small_world_u500_i5000_sp0.01_ns0.1,MHCN,"{'learning_rate': 0.0001, 'n_layers': 3, 'reg_weight': 0.0001, 'ssl_reg': 1e-06}",TUNED,synth,1.0,2.0,101.0,90.0,384000.0,16.977849006652832,0.0376760959625244,0.6067,0.7791,0.8446,0.8149,0.8387,0.9777,0.9778,0.3712,0.2068,0.994,0.996
TUNED_BATCH_SYNTH,True,2,12,small_world_u500_i5000_sp0.01_ns0.1,MHCN,"{'learning_rate': 0.001, 'n_layers': 3, 'reg_weight': 0.0001, 'ssl_reg': 1e-06}",TUNED,synth,12.0,2.0,57.0,46.0,384000.0,9.420868873596191,0.0968568325042724,0.6176,0.766,0.8311,0.8014,0.8242,0.9685,0.9686,0.3716,0.2059,0.992,0.994
TUNED_BATCH_SYNTH,True,2,123,small_world_u500_i5000_sp0.01_ns0.1,MHCN,"{'learning_rate': 0.001, 'n_layers': 3, 'reg_weight': 0.0001, 'ssl_reg': 1e-06}",TUNED,synth,123.0,2.0,31.0,20.0,384000.0,5.061819553375244,0.0387220382690429,0.5982,0.7699,0.8353,0.7969,0.8203,0.9662,0.9663,0.366,0.2032,0.998,1.0
TUNED_BATCH_SYNTH,True,3,1,small_world_u500_i5000_sp0.01_ns0.1,MHCN,"{'learning_rate': 0.0001, 'n_layers': 3, 'reg_weight': 0.0001, 'ssl_reg': 0.0001}",TUNED,synth,1.0,3.0,74.0,63.0,384064.0,13.341856479644775,0.0378832817077636,0.6142,0.7591,0.8248,0.7876,0.8135,0.9622,0.9623,0.3522,0.199,0.994,0.996
TUNED_BATCH_SYNTH,True,3,12,small_world_u500_i5000_sp0.01_ns0.1,MHCN,"{'learning_rate': 0.0001, 'n_layers': 3, 'reg_weight': 0.0001, 'ssl_reg': 0.0001}",TUNED,synth,12.0,3.0,78.0,67.0,384064.0,14.012723922729492,0.0408127307891845,0.6076,0.7667,0.8487,0.8,0.8314,0.9742,0.9744,0.3594,0.2049,0.998,1.0
TUNED_BATCH_SYNTH,True,3,123,small_world_u500_i5000_sp0.01_ns0.1,MHCN,"{'learning_rate': 0.001, 'n_layers': 3, 'reg_weight': 0.0001, 'ssl_reg': 5e-05}",TUNED,synth,123.0,3.0,24.0,13.0,384064.0,7.153622150421143,1.4200682640075684,0.6053,0.7601,0.8477,0.79,0.8249,0.969,0.969,0.36,0.2082,1.0,1.0
TUNED_BATCH_SYNTH,True,1,1,small_world_u500_i5000_sp0.01_ns0.1,SimGCL,"{'eps': 0.2, 'lambda': 1.0, 'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.0001, 'temperature': 0.15}",TUNED,synth,1.0,1.0,155.0,140.0,350656.0,17.239771842956543,0.0274305343627929,0.7032,0.9344,0.9551,0.957,0.9616,1.0,1.0,0.4298,0.2248,1.0,1.0
TUNED_BATCH_SYNTH,True,1,12,small_world_u500_i5000_sp0.01_ns0.1,SimGCL,"{'eps': 0.2, 'lambda': 0.1, 'learning_rate': 0.001, 'n_layers': 3, 'reg_weight': 0.0001, 'temperature': 0.2}",TUNED,synth,12.0,1.0,297.0,286.0,350656.0,43.99570369720459,0.0294246673583984,0.7066,0.9167,0.9472,0.9407,0.9501,1.0,1.0,0.4162,0.2203,1.0,1.0
TUNED_BATCH_SYNTH,True,1,123,small_world_u500_i5000_sp0.01_ns0.1,SimGCL,"{'eps': 0.2, 'lambda': 1.0, 'learning_rate': 0.0005, 'n_layers': 2, 'reg_weight': 0.0001, 'temperature': 0.2}",TUNED,synth,123.0,1.0,272.0,253.0,350656.0,29.12402844429016,0.0284638404846191,0.6995,0.9145,0.9458,0.9394,0.9493,1.0,1.0,0.4128,0.2192,1.0,1.0
TUNED_BATCH_SYNTH,True,2,1,small_world_u500_i5000_sp0.01_ns0.1,SimGCL,"{'eps': 0.1, 'lambda': 2.0, 'learning_rate': 0.001, 'n_layers': 2, 'reg_weight': 0.0001, 'temperature': 0.2}",TUNED,synth,1.0,2.0,265.0,235.0,350720.0,27.590471744537357,0.0283219814300537,0.6982,0.9275,0.9545,0.9504,0.9582,1.0,1.0,0.4462,0.2341,1.0,1.0
TUNED_BATCH_SYNTH,True,2,12,small_world_u500_i5000_sp0.01_ns0.1,SimGCL,"{'eps': 0.2, 'lambda': 0.1, 'learning_rate': 0.001, 'n_layers': 2, 'reg_weight': 0.0001, 'temperature': 0.2}",TUNED,synth,12.0,2.0,163.0,149.0,350720.0,17.362555980682373,0.0275337696075439,0.7012,0.8967,0.9344,0.9239,0.9373,1.0,1.0,0.4238,0.2274,1.0,1.0
TUNED_BATCH_SYNTH,True,2,123,small_world_u500_i5000_sp0.01_ns0.1,SimGCL,"{'eps': 0.1, 'lambda': 0.1, 'learning_rate': 0.001, 'n_layers': 2, 'reg_weight': 0.0001, 'temperature': 0.2}",TUNED,synth,123.0,2.0,347.0,333.0,350720.0,34.38171601295471,0.0291800498962402,0.7009,0.928,0.9561,0.9544,0.962,1.0,1.0,0.447,0.2346,1.0,1.0
TUNED_BATCH_SYNTH,True,3,1,small_world_u500_i5000_sp0.01_ns0.1,SimGCL,"{'eps': 0.1, 'lambda': 1.0, 'learning_rate': 0.001, 'n_layers': 2, 'reg_weight': 0.0001, 'temperature': 0.2}",TUNED,synth,1.0,3.0,142.0,131.0,350784.0,15.207618951797484,0.0289447307586669,0.6839,0.8941,0.9318,0.9231,0.9369,0.9977,0.9977,0.4228,0.2267,1.0,1.0
TUNED_BATCH_SYNTH,True,3,12,small_world_u500_i5000_sp0.01_ns0.1,SimGCL,"{'eps': 0.2, 'lambda': 0.5, 'learning_rate': 0.001, 'n_layers': 2, 'reg_weight': 0.0001, 'temperature': 0.2}",TUNED,synth,12.0,3.0,131.0,120.0,350784.0,14.282822132110596,0.0286593437194824,0.6787,0.8839,0.9244,0.914,0.9287,0.999,0.999,0.417,0.2245,1.0,1.0
TUNED_BATCH_SYNTH,True,3,123,small_world_u500_i5000_sp0.01_ns0.1,SimGCL,"{'eps': 0.1, 'lambda': 1.0, 'learning_rate': 0.001, 'n_layers': 3, 'reg_weight': 0.0001, 'temperature': 0.2}",TUNED,synth,123.0,3.0,402.0,391.0,350784.0,41.23543977737427,0.0276687145233154,0.7062,0.9197,0.9505,0.9461,0.956,0.999,0.999,0.4426,0.2349,1.0,1.0
TUNED_BATCH_SYNTH,True,1,1,star_u2000_i10000_sp0.002_ns0.2,ASLGCN,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.0001, 'social_layers': 2}",TUNED,synth,1.0,1.0,115.0,103.0,761793.0,24.763861179351807,0.0859158039093017,0.5062,0.6704,0.745,0.5631,0.5863,0.6113,0.6151,0.1091,0.0625,0.8305,0.884
TUNED_BATCH_SYNTH,True,1,12,star_u2000_i10000_sp0.002_ns0.2,ASLGCN,"{'learning_rate': 0.005, 'n_layers': 4, 'reg_weight': 1e-05, 'social_layers': 1}",TUNED,synth,12.0,1.0,15.0,4.0,761793.0,3.648029565811157,0.1144766807556152,0.4582,0.6047,0.6722,0.5079,0.5286,0.5572,0.5612,0.0974,0.0555,0.7635,0.8215
TUNED_BATCH_SYNTH,True,1,123,star_u2000_i10000_sp0.002_ns0.2,ASLGCN,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 1e-05, 'social_layers': 3}",TUNED,synth,123.0,1.0,143.0,132.0,761793.0,34.9238543510437,0.0871920585632324,0.5095,0.6768,0.7495,0.5781,0.6006,0.6313,0.6352,0.1109,0.063,0.8375,0.892
TUNED_BATCH_SYNTH,True,2,1,star_u2000_i10000_sp0.002_ns0.2,ASLGCN,"{'learning_rate': 0.005, 'n_layers': 4, 'reg_weight': 0.001, 'social_layers': 3}",TUNED,synth,1.0,2.0,139.0,128.0,761217.0,29.86112666130066,0.0841758251190185,0.5245,0.6916,0.7637,0.5894,0.6119,0.64,0.6438,0.1144,0.065,0.857,0.909
TUNED_BATCH_SYNTH,True,2,12,star_u2000_i10000_sp0.002_ns0.2,ASLGCN,"{'learning_rate': 0.005, 'n_layers': 4, 'reg_weight': 0.0001, 'social_layers': 3}",TUNED,synth,12.0,2.0,156.0,145.0,761217.0,68.28968262672424,0.1106293201446533,0.5237,0.6956,0.7744,0.5999,0.6247,0.6553,0.6594,0.1135,0.0655,0.857,0.9145
TUNED_BATCH_SYNTH,True,2,123,star_u2000_i10000_sp0.002_ns0.2,ASLGCN,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.001, 'social_layers': 3}",TUNED,synth,123.0,2.0,120.0,109.0,761217.0,26.55640554428101,0.0878303050994873,0.4951,0.6499,0.731,0.5524,0.5776,0.6041,0.609,0.1071,0.0621,0.811,0.88
TUNED_BATCH_SYNTH,True,3,1,star_u2000_i10000_sp0.002_ns0.2,ASLGCN,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 1e-05, 'social_layers': 1}",TUNED,synth,1.0,3.0,108.0,95.0,761025.0,22.947322845458984,0.0845601558685302,0.4941,0.6636,0.7389,0.5605,0.5839,0.6179,0.6216,0.1091,0.0626,0.841,0.894
TUNED_BATCH_SYNTH,True,3,12,star_u2000_i10000_sp0.002_ns0.2,ASLGCN,"{'learning_rate': 0.005, 'n_layers': 4, 'reg_weight': 0.0001, 'social_layers': 3}",TUNED,synth,12.0,3.0,15.0,4.0,761025.0,2.913123846054077,0.0837502479553222,0.4503,0.6155,0.6899,0.5212,0.5437,0.5728,0.5774,0.1011,0.058,0.775,0.841
TUNED_BATCH_SYNTH,True,3,123,star_u2000_i10000_sp0.002_ns0.2,ASLGCN,"{'learning_rate': 0.005, 'n_layers': 4, 'reg_weight': 0.001, 'social_layers': 1}",TUNED,synth,123.0,3.0,15.0,4.0,761025.0,2.8704516887664795,0.0858740806579589,0.4535,0.602,0.6855,0.5099,0.535,0.5645,0.5696,0.0991,0.0577,0.7655,0.8375
TUNED_BATCH_SYNTH,True,1,1,star_u2000_i10000_sp0.002_ns0.2,BPR,"{'learning_rate': 0.0005, 'weight_decay': 0.001}",TUNED,synth,1.0,1.0,12.0,1.0,761792.0,1.6230602264404297,0.0598142147064209,0.0008,0.0005,0.0009,0.0004,0.0005,0.0006,0.0006,0.0002,0.0001,0.0015,0.003
TUNED_BATCH_SYNTH,True,1,12,star_u2000_i10000_sp0.002_ns0.2,BPR,"{'learning_rate': 0.005, 'weight_decay': 0.001}",TUNED,synth,12.0,1.0,15.0,4.0,761792.0,1.9855310916900637,0.0747942924499511,0.0009,0.0005,0.001,0.0003,0.0004,0.0004,0.0004,0.0002,0.0001,0.0015,0.002
TUNED_BATCH_SYNTH,True,1,123,star_u2000_i10000_sp0.002_ns0.2,BPR,"{'learning_rate': 0.001, 'weight_decay': 0.001}",TUNED,synth,123.0,1.0,23.0,12.0,761792.0,3.099945068359375,0.0785708427429199,0.0011,0.0009,0.002,0.0004,0.0007,0.0003,0.0004,0.0002,0.0002,0.002,0.0035
TUNED_BATCH_SYNTH,True,2,1,star_u2000_i10000_sp0.002_ns0.2,BPR,"{'learning_rate': 0.005, 'weight_decay': 0.0001}",TUNED,synth,1.0,2.0,16.0,3.0,761216.0,2.32047700881958,0.0780701637268066,0.0009,0.0012,0.002,0.0005,0.0007,0.0003,0.0004,0.0002,0.0001,0.0015,0.0025
TUNED_BATCH_SYNTH,True,2,12,star_u2000_i10000_sp0.002_ns0.2,BPR,"{'learning_rate': 0.001, 'weight_decay': 0.001}",TUNED,synth,12.0,2.0,22.0,11.0,761216.0,3.49611759185791,0.0817811489105224,0.0016,0.0006,0.0011,0.0004,0.0005,0.0004,0.0004,0.0002,0.0001,0.0015,0.002
TUNED_BATCH_SYNTH,True,2,123,star_u2000_i10000_sp0.002_ns0.2,BPR,"{'learning_rate': 0.005, 'weight_decay': 0.001}",TUNED,synth,123.0,2.0,25.0,14.0,761216.0,3.290634632110596,0.0762696266174316,0.0012,0.0014,0.0024,0.0005,0.0008,0.0003,0.0005,0.0002,0.0002,0.0025,0.0045
TUNED_BATCH_SYNTH,True,3,1,star_u2000_i10000_sp0.002_ns0.2,BPR,"{'learning_rate': 0.0005, 'weight_decay': 0.001}",TUNED,synth,1.0,3.0,13.0,2.0,761024.0,1.7856805324554443,0.0773313045501709,0.0011,0.0001,0.0012,0.0001,0.0005,0.0002,0.0004,0.0,0.0002,0.0005,0.0035
TUNED_BATCH_SYNTH,True,3,12,star_u2000_i10000_sp0.002_ns0.2,BPR,"{'learning_rate': 0.005, 'weight_decay': 0.0001}",TUNED,synth,12.0,3.0,21.0,10.0,761024.0,2.734728574752808,0.0762319564819336,0.0014,0.0007,0.0018,0.0005,0.0008,0.0009,0.0011,0.0002,0.0003,0.0025,0.0055
TUNED_BATCH_SYNTH,True,3,123,star_u2000_i10000_sp0.002_ns0.2,BPR,"{'learning_rate': 0.001, 'weight_decay': 0.0001}",TUNED,synth,123.0,3.0,17.0,6.0,761024.0,2.485337972640991,0.0779170989990234,0.001,0.0009,0.0015,0.0005,0.0007,0.0005,0.0006,0.0002,0.0002,0.002,0.0035
TUNED_BATCH_SYNTH,True,1,1,star_u2000_i10000_sp0.002_ns0.2,CSGCN,"{'anneal_epochs': 50, 'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.001, 'warmup_epochs': 20}",TUNED,synth,1.0,1.0,136.0,124.0,761792.0,27.330578327178955,0.0843198299407959,0.5023,0.6733,0.7577,0.5602,0.5859,0.6057,0.6103,0.1087,0.0628,0.834,0.8995
TUNED_BATCH_SYNTH,True,1,12,star_u2000_i10000_sp0.002_ns0.2,CSGCN,"{'anneal_epochs': 20, 'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.001, 'warmup_epochs': 30}",TUNED,synth,12.0,1.0,96.0,82.0,761792.0,21.3438413143158,0.1389148235321045,0.4861,0.6548,0.7261,0.5539,0.5761,0.6135,0.6171,0.1062,0.0606,0.825,0.8755
TUNED_BATCH_SYNTH,True,1,123,star_u2000_i10000_sp0.002_ns0.2,CSGCN,"{'anneal_epochs': 20, 'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.001, 'warmup_epochs': 10}",TUNED,synth,123.0,1.0,140.0,129.0,761792.0,28.71373677253723,0.0816497802734375,0.5029,0.6544,0.7302,0.5617,0.5855,0.6195,0.6237,0.1066,0.0615,0.817,0.876
TUNED_BATCH_SYNTH,True,2,1,star_u2000_i10000_sp0.002_ns0.2,CSGCN,"{'anneal_epochs': 50, 'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 1e-05, 'warmup_epochs': 10}",TUNED,synth,1.0,2.0,126.0,115.0,761216.0,28.59316849708557,0.0898103713989257,0.5044,0.6482,0.7273,0.5457,0.5703,0.5969,0.6012,0.1059,0.0614,0.8185,0.8805
TUNED_BATCH_SYNTH,True,2,12,star_u2000_i10000_sp0.002_ns0.2,CSGCN,"{'anneal_epochs': 30, 'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 1e-05, 'warmup_epochs': 10}",TUNED,synth,12.0,2.0,130.0,119.0,761216.0,53.811073303222656,2.792661666870117,0.4948,0.6544,0.7325,0.5584,0.5823,0.611,0.6152,0.1065,0.0614,0.82,0.8785
TUNED_BATCH_SYNTH,True,2,123,star_u2000_i10000_sp0.002_ns0.2,CSGCN,"{'anneal_epochs': 50, 'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.001, 'warmup_epochs': 10}",TUNED,synth,123.0,2.0,129.0,118.0,761216.0,27.438329935073853,0.0906715393066406,0.4915,0.6484,0.728,0.5496,0.574,0.6004,0.6049,0.107,0.0618,0.8105,0.874
TUNED_BATCH_SYNTH,True,3,1,star_u2000_i10000_sp0.002_ns0.2,CSGCN,"{'anneal_epochs': 50, 'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.0001, 'warmup_epochs': 10}",TUNED,synth,1.0,3.0,122.0,111.0,761024.0,32.44495749473572,0.1022200584411621,0.49,0.6613,0.7417,0.5604,0.5855,0.6155,0.6198,0.1091,0.0632,0.8355,0.896
TUNED_BATCH_SYNTH,True,3,12,star_u2000_i10000_sp0.002_ns0.2,CSGCN,"{'anneal_epochs': 50, 'learning_rate': 0.005, 'n_layers': 4, 'reg_weight': 0.001, 'warmup_epochs': 30}",TUNED,synth,12.0,3.0,16.0,5.0,761024.0,3.0901453495025635,0.0842528343200683,0.4465,0.6229,0.6945,0.5323,0.5543,0.5933,0.5971,0.1016,0.0582,0.79,0.846
TUNED_BATCH_SYNTH,True,3,123,star_u2000_i10000_sp0.002_ns0.2,CSGCN,"{'anneal_epochs': 20, 'learning_rate': 0.005, 'n_layers': 4, 'reg_weight': 1e-05, 'warmup_epochs': 10}",TUNED,synth,123.0,3.0,16.0,5.0,761024.0,3.115669250488281,0.0870523452758789,0.4579,0.6093,0.6851,0.5184,0.5417,0.5703,0.5751,0.1003,0.0581,0.7755,0.844
